symbol,Returns,variance,VaR_95,max_drawdown,Sharpe,Close,Log_Variances,Volatility,Cluster_labels
COR,0.17413714167130964,0.06379491998304929,0.02439174287665122,0.1715527945142518,0.6102590837198378,321.4049987792969,0.061842627965034674,0.2525765626162675,0
COST,0.06727510625543782,0.033537688009232514,0.017290488689746673,0.19346944191337626,0.2581463289968563,1001.5501098632812,0.03298756586012759,0.18313297903226636,3
CPAY,0.1854360332138723,0.12757880455181067,0.03478187111038476,0.28132575746498806,0.46317045007193275,336.6700134277344,0.12007268312462002,0.35718175282593967,2
CPB,-0.4855704513564187,0.08490644898220895,0.030913589509297502,0.4409947557006937,-1.7350474015734225,21.0049991607666,0.08149376113886786,0.2913871119013484,0
CPRT,-0.5221972281594394,0.06543649047544767,0.028098696816880896,0.49201127462934213,-2.1195677041386256,33.82500076293945,0.06338456540741982,0.25580557162706147,0
CPT,0.0017709393970099293,0.03880789562540117,0.0205790365196906,0.17705566801905362,-0.09253461917581032,104.62000274658203,0.038073801495130864,0.19699719699884355,3
CRH,0.4143401520836335,0.0941255110871257,0.02831741473249793,0.23823012985590128,1.2853379366885431,118.2385025024414,0.08995542418985844,0.30679881206928705,0
CRL,0.7045699830357199,0.21137760120899154,0.037745748866708874,0.3298496346187244,1.4889783044069884,186.1699981689453,0.1917582253896331,0.4597581986316193,4
CRWD,0.2645202983243054,0.1812969732936716,0.04180503880428782,0.3717827173511799,0.5742746424825399,431.0,0.1666129647864353,0.4257898229099324,4
CSCO,0.5419363366622119,0.06380438790285252,0.018614018570562597,0.13574550482333528,2.06629469024164,88.05999755859375,0.06185152806174763,0.25259530459383545,0
CSGP,-0.5996389848575486,0.15091589561628774,0.04344227957510377,0.6232572668346612,-1.595038760161967,39.70000076293945,0.1405580563629903,0.38847895131691207,2
CSX,0.5074251569893643,0.04636112832770791,0.018707153757197066,0.11889160016609811,2.263762918214088,43.71500015258789,0.04531855302592669,0.21531634477602463,3
CTAS,-0.0899057358327356,0.035005579929075485,0.019671022651402536,0.26720121534260804,-0.587424045412264,178.61500549316406,0.03440681793862146,0.1870977817321079,3
CTRA,0.31765257170854844,0.0867696149467879,0.03240383668478292,0.1550988739026779,1.0104755372725622,31.479999542236328,0.08320963990426905,0.29456682594411054,0
CTSH,-0.05947919060796209,0.08388306892624908,0.026606928506439597,0.32854979229477627,-0.27442032870101074,60.44499969482422,0.08055002720483305,0.28962573940561476,0
CTVA,0.35033277580707867,0.05402163345674219,0.018942334189835045,0.2071012162041359,1.4212412726487393,80.66000366210938,0.052612975009807,0.23242554389899187,3
CVNA,0.8930586657814508,0.36434741042912705,0.059359262895083455,0.412101595563167,1.4463905771441667,396.2674865722656,0.31067622671890016,0.603611970084364,5
CVS,0.24597171599393486,0.09248967013728285,0.02963058545710549,0.1644211334676428,0.7430319152837168,76.44999694824219,0.08845919269099198,0.3041211438510694,0
CVX,0.38897893394106453,0.04550689747987567,0.021901039727024445,0.12862888557143629,1.729668825111446,184.0,0.044501837167396155,0.2133234574065301,3
D,0.247561460563041,0.033164150357371275,0.019211339868765786,0.09768736939427985,1.2495806021523013,62.564998626708984,0.03262608395790608,0.18211026977458267,3
DAL,0.7002177224197401,0.1737177064949681,0.03823241534654382,0.22896578744553156,1.6320215887023177,71.70999908447266,0.1601762380585147,0.41679456149878935,2
DASH,0.19675305955869102,0.19329972679665486,0.04290872360945614,0.4796620601088207,0.40202338870512916,189.41000366210938,0.17672234944570092,0.43965864804033467,4
DD,0.700669396384846,0.08862993546434532,0.025364464355041947,0.1730971311009344,2.28636734226059,47.25,0.08491996568850685,0.2977078021556461,0
DDOG,0.5194238696510274,0.2999093834803979,0.04254736869859753,0.4862057017996233,0.9119568048695589,128.86000061035156,0.26229455702290505,0.5476398300711864,5
DE,0.3487400571608779,0.07926672415433465,0.02193035225181436,0.16828756686496862,1.167635178860828,592.52001953125,0.07628185142264741,0.28154346761083743,0
DECK,0.19349101046658612,0.25130740564574755,0.039091447165077654,0.38517427597119724,0.34607827158712134,110.62999725341797,0.22418892923286082,0.5013057007911914,4
DELL,1.0600906501893748,0.25420250609629447,0.042824283174153266,0.32341149689050736,2.062914737286931,204.4550018310547,0.22649991728799426,0.5041849919387669,4
DG,0.3599007098441383,0.13965492797171697,0.031088009651345727,0.2557680934556197,0.909544472663747,125.20700073242188,0.13072552182344613,0.3737043322892002,2
DHI,0.3072788215525916,0.144542398738191,0.03362920505293687,0.275598588142666,0.7556244145806613,150.98500061035156,0.13500490536711704,0.38018732059103577,2
DHR,0.10294979656120193,0.08260640613185449,0.026441250311842173,0.2484737271457067,0.2886080637235725,195.34500122070312,0.07937147272131027,0.2874133019396536,0
DLR,0.3832515423831199,0.04779394394163047,0.021488540168575026,0.16826122802948706,1.6615791430481937,203.0749969482422,0.04668694819061662,0.2186182607689268,3
DLTR,0.3688206595498899,0.1360717288560424,0.030546967550631264,0.2950216109437959,0.9456234805809596,107.37000274658203,0.12757645990424166,0.36887901655697686,2
DOV,0.38185573530257605,0.055931728409082546,0.0206904034371245,0.15336382881440344,1.530052526596732,222.08999633789062,0.05442353206633275,0.23649889726821677,3
DOW,0.46970329157623925,0.24204743729747244,0.03998167831541748,0.32019542951486585,0.9140623523382883,37.18730163574219,0.2167611770632828,0.4919831676973029,4
DPZ,-0.19078889641949281,0.05706454530901862,0.02470872641447358,0.2883950117639662,-0.8823980700055435,370.44000244140625,0.05549576964910464,0.23888186475540293,0
DRI,0.08807088621096996,0.061241379447073106,0.023930539507458635,0.239195755196653,0.27506727334070585,202.42999267578125,0.059439335592358034,0.24746995665549607,0
DTE,0.15698098805917352,0.024143284597316916,0.015604594326800298,0.101339827471661,0.8815807888557755,147.22500610351562,0.023856443193102723,0.15538109472299683,3
DUK,0.11285851141424769,0.02251071616420435,0.014195755355141898,0.10880487028786309,0.6189093750954939,128.3699951171875,0.022261089236091283,0.1500357162951687,3
DVA,0.17332049365255042,0.12582451966265099,0.028784688751879988,0.31357389823521603,0.4322326488010659,149.33999633789062,0.1185156735784683,0.35471752094117226,2
DVN,0.5056022624478014,0.10637101784755418,0.03184170734180364,0.15056654884841889,1.4889120474308515,45.01499938964844,0.101085306021298,0.3261457003358379,2
DXCM,0.06555307844593335,0.17338793283180856,0.031122118840274403,0.3874678778028839,0.10939772664823856,64.73999786376953,0.1598952335227119,0.4163987666069732,2
EA,0.39257467569488197,0.0529432275636392,0.016310353547864802,0.08117071284396182,1.6192284481313046,203.39999389648438,0.05158931675406334,0.23009395377462485,3
EBAY,0.5683981663514611,0.1359527800388745,0.029686724810686942,0.20670859115548076,1.4873115400305406,106.30999755859375,0.12747175256784551,0.3687177511849335,2
